1.00236,-3654.43
1.03431,-1058.76
1.06693,-468.587
1.10022,-140.01
1.1342,79.2963
1.16888,238.797
1.20425,360.822
1.24032,457.347
1.27711,535.529
1.31461,599.975
1.35284,653.823
1.39181,699.299
1.43151,738.036
1.47196,771.267
1.51316,799.943
1.55512,824.81
1.59785,846.465
1.64135,865.389
1.68563,881.979
1.7307,896.559
1.77657,909.403
1.82323,920.74
1.87071,930.764
1.919,939.639
1.9681,947.507
2.01804,954.49
2.06882,960.693
2.12043,966.207
2.17289,971.112
2.22621,975.476
2.2804,979.361
2.33545,982.819
2.39138,985.898
2.44819,988.639
2.50589,991.078
2.56448,993.248
2.62398,995.178
2.68439,996.893
2.74572,998.415
2.80797,999.766
2.87115,1000.96
2.93527,1002.02
3.00033,1002.95
3.06635,1003.78
3.13332,1004.5
3.20125,1005.14
3.27016,1005.69
3.34004,1006.18
3.41091,1006.6
3.48277,1006.96
3.55563,1007.27
3.62949,1007.54
3.70437,1007.77
3.78026,1007.95
3.85717,1008.11
3.93512,1008.24
4.01411,1008.34
4.09414,1008.42
4.17523,1008.48
4.25737,1008.52
