0.1,-3528.49,-4111.05,-4529.94,-4843.01,-5082.06,
0.11,-3527.2,-4110.06,-4529.52,-4843.05,-5082.19,
0.12,-3525.81,-4109.85,-4529.44,-4842.59,-5081.6,
0.13,-3524.98,-4109.44,-4529.02,-4843.34,-5082.46,
0.14,-3524.04,-4108.85,-4528.95,-4842.72,-5082.6,
0.15,-3523.35,-4109.05,-4529.21,-4843.32,-5081.99,
0.16,-3522.91,-4109.07,-4529.82,-4843.42,-5082.87,
0.17,-3522.73,-4109.4,-4530.09,-4843.87,-5082.99,
0.18,-3522.81,-4109.54,-4530.72,-4844.69,-5083.49,
0.19,-3523.16,-4110.52,-4531,-4845.89,-5084.36,
0.2,-3523.43,-4111.32,-4532.35,-4846.55,-5085.63,
0.21,-3523.98,-4111.93,-4533.35,-4847.59,-5086.11,
0.22,-3524.82,-4113.41,-4534,-4848.08,-5086.96,
0.23,-3525.97,-4114.17,-4535.75,-4848.94,-5088.21,
0.24,-3527.04,-4115.81,-4536.41,-4850.18,-5088.63,
0.25,-3528.42,-4117.26,-4538.17,-4851.81,-5089.44,
0.26,-3530.12,-4119.08,-4539.58,-4852.86,-5090.63,
0.27,-3531.77,-4120.7,-4541.37,-4854.3,-5092.23,
0.28,-3534.13,-4122.7,-4543.55,-4856.14,-5092.96,
0.29,-3536.05,-4125.06,-4545.35,-4857.38,-5095.36,
0.3,-3538.71,-4127.24,-4547.55,-4860.02,-5096.89,
0.31,-3541.32,-4129.8,-4549.37,-4861.04,-5097.52,
0.32,-3544.3,-4132.75,-4551.58,-4863.48,-5099.86,
0.33,-3547.23,-4135.51,-4554.2,-4865.29,-5101.29,
0.34,-3550.54,-4138.06,-4556.42,-4867.52,-5103.12,
0.35,-3553.81,-4141.62,-4559.86,-4869.09,-5104,
0.36,-3557.89,-4144.38,-4562.9,-4872.14,-5106.66,
0.37,-3561.51,-4148.15,-4565.54,-4873.45,-5108.36,
0.38,-3565.53,-4151.73,-4568.59,-4876.26,-5110.47,
0.39,-3569.96,-4155.09,-4571.22,-4878.39,-5111.58,
0.4,-3574.37,-4158.88,-4574.27,-4880.93,-5114.53,
0.41,-3579.2,-4162.46,-4577.75,-4883.9,-5116.47,
0.42,-3584.01,-4167.11,-4580.78,-4886.16,-5118.83,
0.43,-3588.8,-4170.9,-4584.24,-4888.84,-5120.14,
0.44,-3594.48,-4175.12,-4588.14,-4891.95,-5123.36,
0.45,-3599.69,-4179.78,-4591.59,-4895.5,-5125.5,
0.46,-3605.35,-4184.22,-4595.47,-4898.31,-5128.08,
0.47,-3610.99,-4189.11,-4598.88,-4901.55,-5129.55,
0.48,-3617.1,-4193.77,-4602.73,-4904.02,-5132.98,
0.49,-3623.19,-4198.89,-4607.03,-4906.92,-5135.3,
