1.00236,-2.62715,-3654.43,-4154.43,-4554.43
1.03431,-1.4646,-1058.76,-1558.76,-1958.76
1.06693,-1.1744,-468.587,-968.587,-1368.59
1.10022,-0.999032,-140.01,-640.01,-1040.01
1.1342,-0.872236,79.2963,-420.704,-820.704
1.16888,-0.772434,238.797,-261.203,-661.203
1.20425,-0.689848,360.822,-139.178,-539.178
1.24032,-0.619211,457.347,-42.6527,-442.653
1.27711,-0.557354,535.529,35.5288,-364.471
1.31461,-0.502225,599.975,99.9754,-300.025
1.35284,-0.452419,653.823,153.823,-246.177
1.39181,-0.406929,699.299,199.299,-200.701
1.43151,-0.365011,738.036,238.036,-161.964
1.47196,-0.326098,771.267,271.267,-128.733
1.51316,-0.289748,799.943,299.943,-100.057
1.55512,-0.255613,824.81,324.81,-75.1898
1.59785,-0.223408,846.465,346.465,-53.5352
1.64135,-0.192904,865.389,365.389,-34.6106
1.68563,-0.163908,881.979,381.979,-18.0214
1.7307,-0.136258,896.559,396.559,-3.44093
1.77657,-0.10982,909.403,409.403,9.40321
1.82323,-0.0844767,920.74,420.74,20.7401
1.87071,-0.0601279,930.764,430.764,30.7635
1.919,-0.0366868,939.639,439.639,39.6388
1.9681,-0.0140777,947.507,447.507,47.5071
2.01804,0.00776593,954.49,454.49,54.4902
2.06882,0.0289028,960.693,460.693,60.6932
2.12043,0.0493851,966.207,466.207,66.2072
2.17289,0.0692591,971.112,471.112,71.1117
2.22621,0.0885665,975.476,475.476,75.4759
2.2804,0.107345,979.361,479.361,79.3606
2.33545,0.125627,982.819,482.819,82.8189
2.39138,0.143444,985.898,485.898,85.8978
2.44819,0.160824,988.639,488.639,88.6386
2.50589,0.177792,991.078,491.078,91.078
2.56448,0.194371,993.248,493.248,93.2482
2.62398,0.210582,995.178,495.178,95.1779
2.68439,0.226444,996.893,496.893,96.8927
2.74572,0.241975,998.415,498.415,98.4151
2.80797,0.257192,999.766,499.766,99.7655
2.87115,0.272109,1000.96,500.962,100.962
2.93527,0.286742,1002.02,502.02,102.02
3.00033,0.301102,1002.95,502.955,102.955
3.06635,0.315203,1003.78,503.778,103.778
3.13332,0.329056,1004.5,504.503,104.503
3.20125,0.34267,1005.14,505.139,105.139
3.27016,0.356056,1005.69,505.694,105.694
3.34004,0.369224,1006.18,506.179,106.179
3.41091,0.382181,1006.6,506.599,106.599
3.48277,0.394937,1006.96,506.963,106.963
3.55563,0.407498,1007.27,507.275,107.275
3.62949,0.419872,1007.54,507.541,107.541
3.70437,0.432065,1007.77,507.766,107.766
3.78026,0.444085,1007.95,507.955,107.955
3.85717,0.455937,1008.11,508.111,108.111
